method,domain,trial_type,proportion_discriminable,ci_lower,ci_upper,variance,scoring_method
SEM,Body image,tt1,0.10476190476190476,0.009523809523809525,0.22380952380952382,0.0029882319441729218,*D* scores SEM CIs
SEM,Body image,tt2,0.05238095238095238,0,0.13333333333333333,0.0011569253551760843,*D* scores SEM CIs
SEM,Body image,tt3,0.09523809523809523,0.009523809523809525,0.20952380952380953,0.0026030820491461893,*D* scores SEM CIs
SEM,Body image,tt4,0.15714285714285714,0.04285714285714286,0.2761904761904762,0.003543083900226758,*D* scores SEM CIs
SEM,Clinton-Trump,tt1,0.0745274914089347,0.039953866717455114,0.11597396833409127,3.7608391359093124e-4,*D* scores SEM CIs
SEM,Clinton-Trump,tt2,0.07667525773195877,0.03436967427759258,0.12112860750934899,4.898422854743055e-4,*D* scores SEM CIs
SEM,Clinton-Trump,tt3,0.09965635738831616,0.053479381443298966,0.1488347930763593,5.917231445042677e-4,*D* scores SEM CIs
SEM,Clinton-Trump,tt4,0.10309278350515463,0.058639433727764395,0.1496830733871535,5.394200543021586e-4,*D* scores SEM CIs
SEM,Countries (1),tt1,0.09433962264150944,0.027594487254333108,0.1625544267053701,0.0011853254670337603,*D* scores SEM CIs
SEM,Countries (1),tt2,0.061683599419448475,0.01741654571843251,0.11248185776487664,5.881282248599408e-4,*D* scores SEM CIs
SEM,Countries (1),tt3,0.13933236574746008,0.07474600870827286,0.2111756168359942,0.0012112816257473194,*D* scores SEM CIs
SEM,Countries (1),tt4,0.06531204644412192,0.018867924528301886,0.12264150943396226,7.00811961433537e-4,*D* scores SEM CIs
SEM,Countries (2),tt1,0.06938775510204082,0.02122448979591837,0.12816326530612246,7.442147612727656e-4,*D* scores SEM CIs
SEM,Countries (2),tt2,0.14775510204081632,0.07348996198895594,0.22773452780696238,0.0015482732510142467,*D* scores SEM CIs
SEM,Countries (2),tt3,0.13714285714285715,0.06285714285714286,0.2146938775510204,0.0015003119795462148,*D* scores SEM CIs
SEM,Countries (2),tt4,0.05959183673469388,0.013877551020408163,0.11995885153229208,7.323278268359943e-4,*D* scores SEM CIs
SEM,Death (1),tt1,0.029411764705882353,0,0.08823529411764706,5.066552431296649e-4,*D* scores SEM CIs
SEM,Death (1),tt2,0.17647058823529413,0.029411764705882353,0.32334409237888895,0.005622410795714788,*D* scores SEM CIs
SEM,Death (1),tt3,0.19852941176470587,0,0.38235294117647056,0.009513859565434817,*D* scores SEM CIs
SEM,Death (1),tt4,0.11029411764705882,0,0.2867647058823529,0.005351546005557084,*D* scores SEM CIs
SEM,Death (2),tt1,0.10526315789473684,0.005263157894736842,0.22105263157894736,0.003030319199871707,*D* scores SEM CIs
SEM,Death (2),tt2,0.18947368421052632,0.042105263157894736,0.3263157894736842,0.005256639373483578,*D* scores SEM CIs
SEM,Death (2),tt3,0.05789473684210526,0,0.14210526315789473,0.0013141598433708945,*D* scores SEM CIs
SEM,Death (2),tt4,0.21578947368421053,0.031578947368421054,0.3736842105263158,0.007616358488672196,*D* scores SEM CIs
SEM,Death (3),tt1,0.08307692307692308,0.012307692307692308,0.17846153846153845,0.001796588699481725,*D* scores SEM CIs
SEM,Death (3),tt2,0.1753846153846154,0.043076923076923075,0.29846153846153844,0.004244409996820851,*D* scores SEM CIs
SEM,Death (3),tt3,0.12307692307692308,0.030846779804526225,0.2246153846153846,0.002443400680077742,*D* scores SEM CIs
SEM,Death (3),tt4,0.20615384615384616,0.06769230769230769,0.3353846153846154,0.004663367581062131,*D* scores SEM CIs
SEM,Disgust (1),tt1,0.1066066066066066,0.04054054054054054,0.18164383868397735,0.0012956932493593564,*D* scores SEM CIs
SEM,Disgust (1),tt2,0.09309309309309309,0.028528528528528527,0.16966966966966968,0.0012963883357600694,*D* scores SEM CIs
SEM,Disgust (1),tt3,0.22372372372372373,0.1021021021021021,0.3303303303303303,0.0033897415243776177,*D* scores SEM CIs
SEM,Disgust (1),tt4,0.19369369369369369,0.09009009009009009,0.2912534482935869,0.002633453293140122,*D* scores SEM CIs
SEM,Disgust (2),tt1,0.12403100775193798,0.04100244012898231,0.21483942414174972,0.0019665827396563385,*D* scores SEM CIs
SEM,Disgust (2),tt2,0.08527131782945736,0.028792912513842746,0.15171650055370986,9.833278124085642e-4,*D* scores SEM CIs
SEM,Disgust (2),tt3,0.12956810631229235,0.04321727955312406,0.21924119220767319,0.002016374546166724,*D* scores SEM CIs
SEM,Disgust (2),tt4,0.09856035437430787,0.031007751937984496,0.17826666286105083,0.0014112080152962037,*D* scores SEM CIs
SEM,Friend-Enemy,tt1,0.10540711129812749,0.051772693101075754,0.16388588115444094,8.179773359725913e-4,*D* scores SEM CIs
SEM,Friend-Enemy,tt2,0.07595203029665475,0.03850730137523059,0.11697344762540057,4.006752464697694e-4,*D* scores SEM CIs
SEM,Friend-Enemy,tt3,0.053650326109825376,0.026509572901325478,0.08836524300441827,2.4899286260299404e-4,*D* scores SEM CIs
SEM,Friend-Enemy,tt4,0.08752366926151904,0.04670734273090679,0.13464649622628425,5.032600164959623e-4,*D* scores SEM CIs
SEM,Gender (1),tt1,0.06463414634146342,0.01097560975609756,0.13048780487804879,9.295062462819751e-4,*D* scores SEM CIs
SEM,Gender (1),tt2,0.05,0.00975609756097561,0.1024390243902439,5.590199998463857e-4,*D* scores SEM CIs
SEM,Gender (1),tt3,0.08536585365853659,0.025609756097560974,0.1548780487804878,0.0010874564955460507,*D* scores SEM CIs
SEM,Gender (1),tt4,0.08170731707317073,0.020731707317073172,0.15365853658536585,0.0011498816859721102,*D* scores SEM CIs
SEM,Gender (2),tt1,0.13191489361702127,0.08085106382978724,0.18678046955510166,7.302321296672139e-4,*D* scores SEM CIs
SEM,Gender (2),tt2,0.0374020156774916,0.011422172452407614,0.07189249720044792,2.3796466154294148e-4,*D* scores SEM CIs
SEM,Gender (2),tt3,0.08488241881298993,0.044568868980963045,0.12833146696528555,4.5659183810672823e-4,*D* scores SEM CIs
SEM,Gender (2),tt4,0.05039193729003359,0.022620380739081746,0.08421052631578947,2.4685977406289374e-4,*D* scores SEM CIs
SEM,Lincoln-Hitler,tt1,0.0876705991209808,0.050080962294702755,0.1286114731162999,4.013328515397872e-4,*D* scores SEM CIs
SEM,Lincoln-Hitler,tt2,0.09252833680314597,0.05066800951994137,0.13705468384958697,4.8564774454239445e-4,*D* scores SEM CIs
SEM,Lincoln-Hitler,tt3,0.10120286837844089,0.05725190839694656,0.1484934053686843,5.417671523352006e-4,*D* scores SEM CIs
SEM,Lincoln-Hitler,tt4,0.1051353226925746,0.06176557985617292,0.1513936610140016,5.227765079676645e-4,*D* scores SEM CIs
SEM,Personality - Agreeableness,tt1,0.11336032388663968,0.044534412955465584,0.18889986040962065,0.0013562957113337152,*D* scores SEM CIs
SEM,Personality - Agreeableness,tt2,0.09176788124156546,0.032388663967611336,0.16190930710327786,0.001091706385248118,*D* scores SEM CIs
SEM,Personality - Agreeableness,tt3,0.16059379217273953,0.05671417467809855,0.2671724649980147,0.0028824377840211187,*D* scores SEM CIs
SEM,Personality - Agreeableness,tt4,0.13630229419703105,0.048582995951417005,0.22807017543859648,0.0020964993492466016,*D* scores SEM CIs
SEM,Personality - Conscientiousness,tt1,0.17543859649122806,0.08097165991902834,0.26180836707152494,0.0021281441751976925,*D* scores SEM CIs
SEM,Personality - Conscientiousness,tt2,0.022941970310391364,0.001349527665317139,0.0553306342780027,1.8963191581177928e-4,*D* scores SEM CIs
SEM,Personality - Conscientiousness,tt3,0.1241565452091768,0.03913630229419703,0.21997300944669365,0.0021281441751976925,*D* scores SEM CIs
SEM,Personality - Conscientiousness,tt4,0.14035087719298245,0.05398110661268556,0.2321187584345479,0.0020650915631902763,*D* scores SEM CIs
SEM,Personality - Extraversion,tt1,0.08333333333333333,0.020833333333333332,0.1571969696969697,0.0012101104567311827,*D* scores SEM CIs
SEM,Personality - Extraversion,tt2,0.10984848484848485,0.03409090909090909,0.20075757575757575,0.0018076958674626312,*D* scores SEM CIs
SEM,Personality - Extraversion,tt3,0.14962121212121213,0.06060606060606061,0.24431818181818182,0.00219635981623914,*D* scores SEM CIs
SEM,Personality - Extraversion,tt4,0.056818181818181816,0.007575757575757576,0.12116438743092595,8.396486380918399e-4,*D* scores SEM CIs
SEM,Personality - Neuroticism,tt1,0.11491935483870967,0.04032258064516129,0.19954596081356632,0.0016498389207786103,*D* scores SEM CIs
SEM,Personality - Neuroticism,tt2,0.1310483870967742,0.04642178112191739,0.22379032258064516,0.0020472979682421666,*D* scores SEM CIs
SEM,Personality - Neuroticism,tt3,0.14516129032258066,0.056451612903225805,0.23588709677419356,0.0020952918622454395,*D* scores SEM CIs
SEM,Personality - Neuroticism,tt4,0.13911290322580644,0.04642178112191739,0.23790322580645162,0.0023860594321686505,*D* scores SEM CIs
SEM,Personality - Openness,tt1,0.08333333333333333,0.015151515151515152,0.1590909090909091,0.00134830208296283,*D* scores SEM CIs
SEM,Personality - Openness,tt2,0.10037878787878787,0.01893939393939394,0.19696969696969696,0.0020626033942277642,*D* scores SEM CIs
SEM,Personality - Openness,tt3,0.07954545454545454,0.011363636363636364,0.16098484848484848,0.0014568478704589725,*D* scores SEM CIs
SEM,Personality - Openness,tt4,0.18181818181818182,0.07386363636363637,0.28783105409759263,0.0029793611940166437,*D* scores SEM CIs
SEM,Race (1),tt1,0.16363636363636364,0.07679313478431415,0.2505050505050505,0.0019637540128701722,*D* scores SEM CIs
SEM,Race (1),tt2,0.06060606060606061,0.007070707070707071,0.13027757228639283,9.878651887414202e-4,*D* scores SEM CIs
SEM,Race (1),tt3,0.1,0.03939393939393939,0.16767676767676767,0.0010709394544097257,*D* scores SEM CIs
SEM,Race (1),tt4,0.06868686868686869,0.021212121212121213,0.12828282828282828,7.460521861087282e-4,*D* scores SEM CIs
SEM,Race (2),tt1,0.1511627906976744,0.05076659982713639,0.2526427061310782,0.0026521476921361163,*D* scores SEM CIs
SEM,Race (2),tt2,0.07716701902748414,0.021168291159060278,0.13742071881606766,8.794920694598434e-4,*D* scores SEM CIs
SEM,Race (2),tt3,0.07399577167019028,0.024312896405919663,0.13847780126849896,8.481899145070923e-4,*D* scores SEM CIs
SEM,Race (2),tt4,0.08139534883720931,0.022198731501057084,0.1553911205073996,0.0011544807169679863,*D* scores SEM CIs
SEM,Religion,tt1,0.15862068965517243,0.022988505747126436,0.28735632183908044,0.004548257378776372,*D* scores SEM CIs
SEM,Religion,tt2,0.0735632183908046,0.013793103448275862,0.14936734842190552,0.0011961406640572777,*D* scores SEM CIs
SEM,Religion,tt3,0.15862068965517243,0.041379310344827586,0.2735052794563883,0.0035065119700112743,*D* scores SEM CIs
SEM,Religion,tt4,0.09655172413793103,0.02528735632183908,0.19080459770114944,0.0017828481097600533,*D* scores SEM CIs
SEM,Rich-Poor,tt1,0.06511761331038439,0.028700633067395884,0.1095811818703385,4.257121495382902e-4,*D* scores SEM CIs
SEM,Rich-Poor,tt2,0.08835341365461848,0.04447079846140878,0.13623763330194685,5.480237385887776e-4,*D* scores SEM CIs
SEM,Rich-Poor,tt3,0.06827309236947791,0.031848882225034715,0.11158921399885255,4.137937650587348e-4,*D* scores SEM CIs
SEM,Rich-Poor,tt4,0.08060814687320711,0.04073436603557085,0.1267928858290304,4.8196512059046155e-4,*D* scores SEM CIs
SEM,Sexuality (1),tt1,0.24923076923076923,0.08,0.38153846153846155,0.00591715976331361,*D* scores SEM CIs
SEM,Sexuality (1),tt2,0.13846153846153847,0.003076923076923077,0.2676923076923077,0.004556779842718394,*D* scores SEM CIs
SEM,Sexuality (1),tt3,0.3230769230769231,0.1785390874968339,0.4276923076923077,0.0040398093980225855,*D* scores SEM CIs
SEM,Sexuality (1),tt4,0.2123076923076923,0.08615384615384615,0.3261538461538461,0.003748438150770512,*D* scores SEM CIs
SEM,Sexuality (2),tt1,0.4269005847953216,0.25146198830409355,0.5087719298245614,0.004308647829372307,*D* scores SEM CIs
SEM,Sexuality (2),tt2,0.39766081871345027,0.2048257510904738,0.5029239766081871,0.005782912852509988,*D* scores SEM CIs
SEM,Sexuality (2),tt3,0.4619883040935672,0.26915323647059075,0.5614035087719298,0.005558245370432036,*D* scores SEM CIs
SEM,Sexuality (2),tt4,0.30409356725146197,0.10541054641211124,0.4327485380116959,0.006973016499925146,*D* scores SEM CIs
SEM,Shapes & colors (1),tt1,0.03636363636363636,0,0.14545454545454545,0.001376836786325257,*D* scores SEM CIs
SEM,Shapes & colors (1),tt2,0.03636363636363636,0,0.14545454545454545,0.001376836786325257,*D* scores SEM CIs
SEM,Shapes & colors (1),tt3,0.12727272727272726,0,0.2909090909090909,0.005507347145301028,*D* scores SEM CIs
SEM,Shapes & colors (1),tt4,0.01818181818181818,0,0.09090909090909091,5.378268696583036e-4,*D* scores SEM CIs
SEM,Shapes & colors (2),tt1,0.24444444444444444,0,0.4444444444444444,0.012854726168623154,*D* scores SEM CIs
SEM,Shapes & colors (2),tt2,0.044444444444444446,0,0.17777777777777778,0.002056756186979705,*D* scores SEM CIs
SEM,Shapes & colors (2),tt3,0,0,0,0,*D* scores SEM CIs
SEM,Shapes & colors (2),tt4,0.022222222222222223,0,0.08888888888888889,5.141890467449263e-4,*D* scores SEM CIs
SEM,Shapes & colors (3),tt1,0.044444444444444446,0,0.17777777777777778,0.002056756186979705,*D* scores SEM CIs
SEM,Shapes & colors (3),tt2,0.13333333333333333,0,0.35555555555555557,0.00822702474791882,*D* scores SEM CIs
SEM,Shapes & colors (3),tt3,0.2222222222222222,0,0.4438843680784199,0.012822348254918407,*D* scores SEM CIs
SEM,Shapes & colors (3),tt4,0.2222222222222222,0,0.4666666666666667,0.014172335600907032,*D* scores SEM CIs
SEM,Shapes & colors (4),tt1,0.17857142857142858,0,0.42857142857142855,0.011952927776691684,*D* scores SEM CIs
SEM,Shapes & colors (4),tt2,0.03571428571428571,0,0.14285714285714285,0.0013281030862990761,*D* scores SEM CIs
SEM,Shapes & colors (4),tt3,0,0,0,0,*D* scores SEM CIs
SEM,Shapes & colors (4),tt4,0.17857142857142858,0,0.42857142857142855,0.011952927776691684,*D* scores SEM CIs
SEM,Shapes & colors (5),tt1,0.09956709956709957,0,0.22077922077922077,0.003172080925127545,*D* scores SEM CIs
SEM,Shapes & colors (5),tt2,0.07792207792207792,0,0.17316017316017315,0.0019512993003475863,*D* scores SEM CIs
SEM,Shapes & colors (5),tt3,0.0735930735930736,0.008658008658008658,0.16872206304557966,0.0016673066890740373,*D* scores SEM CIs
SEM,Shapes & colors (5),tt4,0.030303030303030304,0,0.09090909090909091,5.378268696583036e-4,*D* scores SEM CIs
SEM,Shapes & colors (6),tt1,0.06769230769230769,0.003076923076923077,0.1476923076923077,0.001360996034689688,*D* scores SEM CIs
SEM,Shapes & colors (6),tt2,0.05846153846153846,0.009230769230769232,0.12923076923076923,9.37109537692628e-4,*D* scores SEM CIs
SEM,Shapes & colors (6),tt3,0.036923076923076927,0,0.09230769230769231,5.545026850252238e-4,*D* scores SEM CIs
SEM,Shapes & colors (6),tt4,0.10153846153846154,0.027692307692307693,0.2,0.0019321338002656688,*D* scores SEM CIs
SEM,Shapes & colors (7),tt1,0.04395604395604396,0,0.15384615384615385,0.001540285236181177,*D* scores SEM CIs
SEM,Shapes & colors (7),tt2,0,0,0,0,*D* scores SEM CIs
SEM,Shapes & colors (7),tt3,0.04395604395604396,0,0.13186813186813187,0.0011316381327045385,*D* scores SEM CIs
SEM,Shapes & colors (7),tt4,0.24175824175824176,0,0.45054945054945056,0.01321030347969673,*D* scores SEM CIs
SEM,Stigma - ADHD,tt1,0.19090428344791116,0.11213665091112747,0.26441036488630354,0.0015089600666254772,*D* scores SEM CIs
SEM,Stigma - ADHD,tt2,0.09095716552088842,0.0375462718138551,0.1533313554347212,8.724350263621249e-4,*D* scores SEM CIs
SEM,Stigma - ADHD,tt3,0.06398730830248546,0.024325753569539928,0.11209666661212528,5.013362385678546e-4,*D* scores SEM CIs
SEM,Stigma - ADHD,tt4,0.1560021152829191,0.08673992778237494,0.2236911686938128,0.0012205619004570165,*D* scores SEM CIs
SEM,Stigma - PTSD,tt1,0.16911250873515024,0.08181384368232919,0.24737945492662475,0.0017838902818290041,*D* scores SEM CIs
SEM,Stigma - PTSD,tt2,0.1376659678546471,0.06918238993710692,0.21313766596785463,0.0013485996392836818,*D* scores SEM CIs
SEM,Stigma - PTSD,tt3,0.08944793850454227,0.01822194990175616,0.17051013277428373,0.0015092468400286598,*D* scores SEM CIs
SEM,Stigma - PTSD,tt4,0.0880503144654088,0.02236198462613557,0.1628232005590496,0.0012839281276911122,*D* scores SEM CIs
SEM,Stigma - Schizophrenia,tt1,0.058001397624039136,0.02026554856743536,0.10482180293501048,4.6528530772816447e-4,*D* scores SEM CIs
SEM,Stigma - Schizophrenia,tt2,0.14465408805031446,0.07548931057754789,0.21523410202655485,0.00127086414105623,*D* scores SEM CIs
SEM,Stigma - Schizophrenia,tt3,0.17051013277428373,0.0936408106219427,0.24109014675052412,0.001414860131505062,*D* scores SEM CIs
SEM,Stigma - Schizophrenia,tt4,0.13277428371767994,0.06153068265055349,0.20405310971348709,0.0013218868580740597,*D* scores SEM CIs
SEM,Valenced words,tt1,0.15015015015015015,0.03753753753753754,0.27177177177177175,0.003570496439458696,*D* scores SEM CIs
SEM,Valenced words,tt2,0.12612612612612611,0.03003003003003003,0.22522522522522523,0.002479511416290761,*D* scores SEM CIs
SEM,Valenced words,tt3,0.1006006006006006,0.021021021021021023,0.19519519519519518,0.001974219267314111,*D* scores SEM CIs
SEM,Valenced words,tt4,0.15015015015015015,0.04354354354354354,0.26426426426426425,0.0031704001298595895,*D* scores SEM CIs
